Date,Open,High,Low,Close,Volume,Market Cap
Jul-30-2022,23789.5514,24589.353570680123,23550.6775,23642.243234107824,78457212017.77777,459086809086.1007
Jul-31-2022,23635.63635852476,24167.151073084715,23258.2971,23314.4296,70552922680.88889,453330489667.0117
Aug-01-2022,23311.5556,23475.5943,22864.676618594687,23311.592835340976,63362851484.44444,443686399923.68054
Aug-02-2022,23281.93086710305,23423.380366916925,22683.0436,22963.82553778134,64458226289.77778,438874273552.16943
Aug-03-2022,22986.79764383069,23567.7332,22722.4086,22812.3048,61731132919.08014,442850015786.80255
Aug-04-2022,22817.335295209105,23200.519310198488,22449.9977,22635.52000440668,63618554424.888885,436671458582.9739
Aug-05-2022,22603.2293453377,23440.18660849424,22603.2293453377,23225.78974753206,129511878926.22223,440925915648.11
Aug-06-2022,23296.01435871449,23327.09846022301,22938.3603,22938.3603,46671867100.44444,443172289378.6202
Aug-07-2022,22941.6741,23371.0648,22864.3859,23170.70241754182,37227900821.333336,441070611370.9226
Aug-08-2022,23173.56449345656,24223.89166094395,23173.56449345656,23792.955,61125921052.44444,454755111561.97614
Aug-09-2022,23817.559,23892.834,22906.4602,23158.699095578173,70921624871.11111,448026726997.483
Aug-10-2022,23145.39408153974,24149.627130637666,22734.43795638149,23940.204499589338,75259928007.11111,447407095340.55133
Aug-11-2022,23956.83580403064,24838.0225842293,23872.7772,23928.9778,86265117553.77777,465824711793.6511
Aug-12-2022,23934.3906,24417.5757,23644.725901721,24395.938,74588843079.11111,458429489535.7914
Aug-13-2022,24399.2979,24879.86331487425,24334.20220840428,24427.973183996644,55096228622.22222,468930049868.2903
Aug-14-2022,24443.207718102647,24975.3551,24177.632914818463,24323.00216934842,45036090766.22222,468505617974.2065
Aug-15-2022,24300.94303970077,25136.0173,23804.7166,24146.6057,59267124807.111115,463905635630.02277
Aug-16-2022,24088.5357,24236.6282,23707.5439,23889.74606019501,59133679900.44444,458345123480.8346
Aug-17-2022,23858.86041940708,24416.598,23213.059028209314,23311.75914654047,55592942003.2892,453256684699.5942
Aug-18-2022,23338.393003726764,23575.6112,23140.458575066263,23206.1852,50975738595.55556,447830687692.11334
Aug-19-2022,23192.0722,23192.0722,20840.72427084073,20840.72427084073,56799885624.888885,417759707938.02356
Aug-20-2022,20836.67633236989,21336.823875590573,20829.837923886767,21163.40850256323,61145030798.71777,404934592425.8903
Aug-21-2022,21138.109082009472,21671.110181767843,21085.99915699701,21515.7063463541,42209985479.111115,408762717345.30273
Aug-22-2022,21511.405475999924,21511.405475999924,20931.27811382265,21418.635,48612705848.888885,406816213314.1128
Aug-23-2022,21412.8329,21632.790665155884,20946.783395273917,21516.130821435567,56455916259.55556,409246011088.18146
Aug-24-2022,21512.99518954893,21826.3262,21172.07432349025,21378.104807932155,50558561664,410769202810.8792
Aug-25-2022,21367.72490927717,21773.148661765037,21330.7948,21591.284830139277,50399097415.111115,413233152001.3557
Aug-26-2022,21563.193109764416,21812.78889629564,20122.77851257181,20215.51485489009,54504579114.666664,404941903812.07947
Aug-27-2022,20254.82006359482,20331.54696069997,19870.57393477105,20050.5705,59715633080.888885,384932413807.47296
Aug-28-2022,20032.7284,20133.3567,19606.7351,19606.7351,41580848931.55556,382562471282.7958
Aug-29-2022,19539.5807,20360.7005,19539.5807,20280.87117577155,50011859821.71429,382224120625.5954
Aug-30-2022,20295.057469407144,20558.0115,19595.5805,19768.0653,59130067821.71429,385411494436.5063
Aug-31-2022,19794.2573,20438.013302173287,19794.2573,20046.9471,68910236344.88889,386652241579.5222
Sep-01-2022,20053.474,20185.9976,19619.6549,20145.5884,59976236430.22222,382219556944.8095
Sep-02-2022,20123.43013005395,20409.61699052923,19787.50041417901,19927.5466,53777627899.54007,384504946573.6701
Sep-03-2022,19957.5713,20046.5481,19678.207,19834.795622562902,46422244778.666664,379758022134.11896
Sep-04-2022,19830.80645739004,19999.5965774669,19620.9343,19975.30810008814,30188903488,379030074894.12897
Sep-05-2022,20000.399475766444,20040.55328912353,19660.148567918448,19808.0959608095,35287255189.333336,378844293108.78656
Sep-06-2022,19786.60740136216,20154.40267481739,18744.9048,18812.061036941635,48719532558.22222,375267536735.27075
Sep-07-2022,18785.90732919724,19446.587,18578.840415035156,19275.303555717022,56371120128,361859331726.1365
Sep-08-2022,19283.333150304185,19428.686750062745,19081.5462,19318.4204,49633780892.44444,368644994965.328
Sep-09-2022,19324.6317,21396.56902861357,19323.3601,21370.64087141258,60209335509.333336,396784798543.4815
Sep-10-2022,21362.69347040769,21767.7515,21166.98724627164,21661.704,62426090339.55556,409414147728.23645
Sep-11-2022,21648.39,21810.00020825588,21381.9013,21789.452410620557,51346227840,413658530577.9497
Sep-12-2022,21818.602960045457,22458.633314149367,21589.69465603349,22387.938627526622,69203768618.66667,423653315759.19147
Sep-13-2022,22399.97823239505,22698.77166532257,20032.1647,20172.39245600376,81152505173.33333,412380903690.47406
Sep-14-2022,20175.70208744156,20486.084349024823,19748.013188581896,20251.71983492235,84479598023.11111,387241698025.5125
Sep-15-2022,20221.790212423784,20288.6975,19652.741839849117,19662.3883,75639756188.44444,382778123467.03
Sep-16-2022,19702.014,19880.553575179376,19360.1566,19756.26818587181,66830132536.888885,377413510866.0545
Sep-17-2022,19803.71232683336,20173.35445935717,19768.490116814355,20123.640551657223,57758805461.333336,382058836181.7728
Sep-18-2022,20121.84930436327,20121.84930436327,19374.4683,19393.59390761989,47383656476.44444,380422504433.0691
Sep-19-2022,19420.56090741535,19623.12093685087,18391.819388875087,19576.637199316803,79169374904.88889,364027259526.05005
Sep-20-2022,19537.112899779106,19624.335984835016,18799.074737459803,18873.2005,77663890642.50871,367436797852.7897
Sep-21-2022,18873.9083,19670.86591446713,18200.895538073728,18501.82049448783,73457138531.55556,364096452308.9282
Sep-22-2022,18480.425741563275,19493.936454052386,18374.854404399422,19429.13269379256,99240692195.55556,363556233837.2927
Sep-23-2022,19404.73612890737,19466.7087,18568.779495688595,19245.96941762079,77987818268.44444,365154077232.53674
Sep-24-2022,19290.27961354254,19294.62788235124,18831.329282068065,18931.734111634152,70758854556.44444,365483878913.81506
Sep-25-2022,18923.4988,19135.6295,18682.763485549985,18814.0516,44811745464.888885,363657781154.98755
Sep-26-2022,18802.6997,19277.511556534526,18700.5511,19238.7536,67509007649.00349,364325052317.865
Sep-27-2022,19224.7583,20346.1614,18844.26440209939,19098.479820191485,98288909824,378214069987.1188
Sep-28-2022,19109.881484046262,19731.8756,18528.601942108573,19399.488779047188,109016957213.43555,366474053295.3876
Sep-29-2022,19417.118874852273,19595.0236,18900.6111,19593.33746227512,93504140231.11111,371680212221.6552
Sep-30-2022,19595.196446577607,20130.3524,19251.1829,19449.60773627301,83393624974.22223,374198583961.64215
Oct-01-2022,19424.060071751013,19470.252372239076,19221.463,19305.1719,68653690678.792984,370380976869.9708
Oct-02-2022,19311.0991,19388.8829,18940.094476728857,19035.34988309635,38546956252.44444,368503905388.90497
Oct-03-2022,19057.64369556662,19666.3757,19031.583301199476,19610.3879,57075608007.111115,370126361156.9657
Oct-04-2022,19621.4414,20373.396966370594,19510.5453,20339.726,68130612935.111115,382009598457.9857
Oct-05-2022,20339.9766,20343.1053,19759.352031250048,20168.6041,69289916686.22223,385619968282.44727
Oct-06-2022,20157.0733,20412.1791,19882.909054930253,19948.22190296553,73072720042.66667,386125302356.6657
Oct-07-2022,19956.8027,20042.21700031658,19377.6188439018,19533.02824919708,60960544332.7108,378822333516.15326
Oct-08-2022,19533.27670813211,19607.875740305088,19275.3283,19401.0105,47210778231.52613,373494069529.96045
Oct-09-2022,19415.1815,19539.48528003435,19330.10300199106,19436.3351,32508420906.666668,372595217766.47504
Oct-10-2022,19443.0047,19516.1351,19100.813704659344,19135.374021730353,43632528537.4216,370405445216.00323
Oct-11-2022,19133.077336484497,19256.379978322522,18889.956348357,19045.5416,58945067207.111115,365469491546.38354
Oct-12-2022,19060.6544,19206.1014,19024.1102,19157.977348440414,57228996065.67247,366398495488.13965
Oct-13-2022,19155.03423228382,19454.676403000394,18290.6714,19380.689298843845,66306380332.599304,364703127203.40576
Oct-14-2022,19380.655778675835,19891.3268,19096.9897,19191.0274,94607306808.88889,374023157206.51544
Oct-15-2022,19182.2476,19219.5647,19026.2672,19054.8847,55450156103.111115,366826934382.24664
Oct-16-2022,19066.0574,19397.587347108052,19066.0574,19259.620646181156,31434982424.97561,367281364584.85333
Oct-17-2022,19256.406229271728,19650.7575,19164.44403703787,19558.1117,48744779299.55556,371733239025.5138
Oct-18-2022,19546.0154,19685.475562085834,19116.7442,19351.0697,62745223680,373218777171.6507
Oct-19-2022,19329.1763,19337.0797,19115.2331,19124.9892,61076924387.55556,368227529158.4145
Oct-20-2022,19123.6291,19328.0008,18942.909,19042.9309,50448821589.333336,366446781146.04663
Oct-21-2022,19042.7405,19231.1974,18743.2771,19166.3286,56719066040.888885,365349689963.558
Oct-22-2022,19162.5376,19248.563896599382,19119.823901167147,19202.852966626626,51155992135.111115,367465072645.98773
Oct-23-2022,19203.7979,19669.50723132347,19112.1147,19548.7249,29334480681.923344,369183644189.07056
Oct-24-2022,19564.5146,19578.3784,19191.1109,19335.3937,57568925283.55556,370900489444.81616
Oct-25-2022,19330.2129,20388.4725,19252.5634,20110.87556138642,62423042787.55556,375485658697.5232
Oct-26-2022,20081.820635392458,20943.084644609105,20065.933676103705,20754.023972750903,111641919374.22223,393580944072.768
Oct-27-2022,20766.8098868083,20860.753363645697,20249.754699154917,20283.97974929017,97985674211.55556,395221750804.9847
Oct-28-2022,20292.405845082885,20733.95161696074,20074.037,20608.2579,86808559758.22223,390706428379.93945
Oct-29-2022,20595.37894230647,21003.5573107331,20563.937,20811.988365564033,78150625137.77777,398209829528.50415
Oct-30-2022,20809.808812007188,20910.0964,20520.358146870312,20621.7479,64733978709.333336,397080010238.25275
Oct-31-2022,20620.8161,20806.8788,20290.128635933706,20504.46022827177,63533875356.44444,393050043238.5031
Nov-01-2022,20495.705989306138,20650.43871945188,20374.129531257524,20481.5549,75086343466.66667,392980109848.03986
Nov-02-2022,20481.979,20732.0272,20073.875475937806,20151.523076525573,69104918001.77777,391180706308.4784
Nov-03-2022,20150.544414721986,20376.986634951623,20063.3165,20208.596506640253,89252131697.77777,388201104277.5447
Nov-04-2022,20205.27906093952,21213.064582021154,20190.888425917114,21156.078,86139251797.33333,396750156851.1303
Nov-05-2022,21145.628,21461.0794385223,21095.7603,21281.5851,93930901873.77777,408857490033.20197
Nov-06-2022,21302.3297,21350.9881,20913.0539,20913.0539,54828288042.666664,406626646751.16785
Nov-07-2022,20918.1723,21042.8703,20447.2795,20591.7459,75255069696,398070575313.9509
Nov-08-2022,20590.7499,20657.6234,17641.1588,18528.52092702272,116085599715.55556,374846106438.49927
Nov-09-2022,18545.16181674136,18566.716755985264,15652.5911,15789.342422998143,164641074119.1111,335837205845.98627
Nov-10-2022,15897.516595524545,18179.295573160125,15866.931777499693,17590.41467373285,154013330318.22223,325301411702.0083
Nov-11-2022,17592.6207,17675.2616,16453.919131783343,17104.1984,108607980856.88889,328039991720.39703
Nov-12-2022,17047.8221,17068.2517,16639.61702414627,16802.1943,68135292657.77778,322974047734.48645
Nov-13-2022,16800.9926,16933.5745,16272.7358,16349.997597081689,39952276053.333336,319120153090.6926
Nov-14-2022,16331.35217790576,17151.974261932253,15838.3193,16630.63746440169,64554331975.111115,315536886023.03705
Nov-15-2022,16614.28715429449,17086.6912,16555.1515,16894.9265,68872354801.77777,322602754990.9194
Nov-16-2022,16898.2358,16988.2412,16414.320759624643,16673.507711410086,57818172615.111115,320803225984.05316
Nov-17-2022,16670.395122861475,16728.656008038848,16448.1626,16690.889527338422,51656804096,319058775211.65137
Nov-18-2022,16692.922783418253,16953.88897429152,16561.0259,16711.141784652442,47289260010.59233,321561473484.1119
Nov-19-2022,16704.62139577964,16807.0579,16565.157,16715.838593288543,33337255479.303135,319762448550.92664
Nov-20-2022,16704.48043265009,16746.2736,16248.1492,16291.4477,28445975203.555557,318714896749.2495
Nov-21-2022,16286.8064,16286.8064,15598.4951,15779.971701749892,50201276579.55556,308166351834.29913
Nov-22-2022,15781.030076108182,16260.7217,15666.2745,16174.9574,58615626723.55556,306392350546.7838
Nov-23-2022,16221.67,16652.2104,16167.2766,16615.2292,54191750385.77778,316451686349.8898
Nov-24-2022,16624.7795,16779.3432,16474.392576966395,16597.7313,51316136348.44444,318979069699.44324
Nov-25-2022,16609.3759,16609.3759,16371.869099382935,16511.91127766036,40539647985.77778,316859810140.8318
Nov-26-2022,16513.9287,16683.874870359,16415.619927652573,16461.1945184485,39602744661.333336,318241327421.49585
Nov-27-2022,16457.253279063327,16593.459556800455,16419.021398214274,16432.36461511383,35423221802.81533,317875547190.54175
Nov-28-2022,16425.2129114358,16481.7679,16044.1124,16212.403248220657,44930760967.111115,311557026058.74457
Nov-29-2022,16213.3896,16522.977471229282,16111.249696496165,16436.1924,52776387683.55556,315419507134.79785
Nov-30-2022,16438.7456,17212.898261213835,16438.7456,17188.63467960707,44743059370.666664,324786816323.82556
Dec-01-2022,17165.41156726685,17214.3263,16883.1711,16956.1893,38788974492.44444,327771074759.13477
Dec-02-2022,16972.464618272137,17088.909103174137,16862.767959664725,17088.4265,33498051230.773518,325967434091.6198
Dec-03-2022,17092.1973,17122.7858,16876.10583144502,16903.723625317816,28422679969.44948,326144864089.25836
Dec-04-2022,16880.830412966345,17144.100549809053,16880.830412966345,17130.165329487445,25946687018.666668,326979103201.65906
Dec-05-2022,17112.095826545075,17391.96733663847,16884.1888,16959.336063823,33310234567.11111,329965811699.66473
Dec-06-2022,16967.683779550847,17101.713469188366,16925.225101248896,17088.37611635709,33312994595.555557,326626901868.3153
Dec-07-2022,17089.81610929171,17096.3844,16746.3916,16838.047473161492,33628606812.444443,324422344915.8258
Dec-08-2022,16835.04923550135,17290.3,16791.27889230745,17254.841595411017,31326142820.794426,325363729467.9203
Dec-09-2022,17226.675972109428,17272.187489496646,17081.5468,17123.38672774531,34491913201.77778,330278993230.93866
Dec-10-2022,17128.161092465376,17216.17460724164,17105.50511844839,17114.3405863705,25743383676.444443,329719372087.4576
Dec-11-2022,17129.863554165495,17253.191402270015,17080.092146895866,17091.916535641005,19589911018.666668,329675056005.3344
Dec-12-2022,17089.446091063823,17220.814535119767,16882.272894519563,17220.814535119767,27210991608.88889,326657443273.10474
Dec-13-2022,17202.490499300773,17932.4687,17097.2124,17766.350552594908,41107035768.888885,335677125245.7431
Dec-14-2022,17779.867619706492,18329.450172030054,17710.387652122143,17799.16897417585,53775197070.22222,343458912279.5559
Dec-15-2022,17794.87527368345,17843.08619595741,17306.065623820537,17339.458270551433,56261667200,337849259128.5813
Dec-16-2022,17358.5225206672,17513.9378,16529.297357680505,16608.4932,47661468458.666664,328532141010.85126
Dec-17-2022,16636.47028683979,16785.892297944447,16594.00093335609,16785.892297944447,46630829169.77778,320862704602.3825
Dec-18-2022,16779.090095384396,16820.63769137972,16677.74536920177,16750.765809591638,25538438677.333332,321547718539.3389
Dec-19-2022,16741.11828923561,16801.150077948707,16366.3141,16424.79671324863,29555712497.77778,320479941309.2338
Dec-20-2022,16441.86651327895,16994.6028,16408.67749509621,16902.54219033073,50421339946.666664,322615905375.6514
Dec-21-2022,16901.38001431798,16921.028080591037,16740.439,16806.416495870926,42938911495.111115,323370704324.2319
Dec-22-2022,16818.780905015054,16859.2589,16572.0123,16822.062144857282,33312386965.333332,322422836811.5665
Dec-23-2022,16819.795401654657,16903.32652267795,16772.50272292723,16780.463676220097,35636481443.55556,323385347331.6032
Dec-24-2022,16779.530797670854,16853.5422,16779.530797670854,16833.8821,20626954275.555557,323406562648.0166
Dec-25-2022,16836.196,16849.6872,16739.6511,16829.918403840365,21982382836.404182,323158776557.9099
Dec-26-2022,16832.923370768047,16911.64997081397,16804.8397873503,16908.94843019802,26543512369.77778,323775353259.3779
Dec-27-2022,16919.823027132126,16963.0029797476,16631.43,16706.459709721472,31444051214.22222,322923072279.5686
Dec-28-2022,16706.249402023037,16762.0146,16488.7629,16549.98326575003,38602978211.55556,319713634177.72437
Dec-29-2022,16547.53492087718,16655.070277639483,16503.1955,16641.44486445416,41785365276.44444,318829546785.7664
Dec-30-2022,16636.9931152371,16639.843546601933,16379.5325,16603.751952657036,36451566840.888885,318010953973.4716
Dec-31-2022,16608.070867729773,16632.8997,16495.873731598705,16538.3479,34065336177.28223,318390737642.239
Jan-01-2023,16537.4542,16621.1651,16507.3906,16607.069459238443,23508784398.22222,318166900098.1308
Jan-02-2023,16617.25439639316,16758.52530784871,16560.09073189229,16677.44994353439,24859666801.77778,320705961719.3731
Jan-03-2023,16673.74874672506,16763.447292054305,16616.632381096962,16675.90903725487,29648327502.22222,320717370492.64636
Jan-04-2023,16674.5087,16973.381190901993,16658.433944630175,16857.282709442374,39384163470.22222,323386238092.0662
Jan-05-2023,16852.13278637077,16877.1266,16781.4648,16828.8464,38960056725.333336,323447365297.4649
Jan-06-2023,16831.1192,17005.497083184826,16707.851030669914,16953.972066580434,34958072839.111115,323401240878.4581
Jan-07-2023,16951.158324185577,16974.4015,16909.746774392475,16944.5396,34306384469.333332,325462473921.016
Jan-08-2023,16943.76168291715,17070.574511476352,16919.177228349756,17070.574511476352,21776089962.666668,325634745856.4443
Jan-09-2023,17114.08109101332,17390.39293228902,17114.08109101332,17194.77873456542,40370843456,331229579389.19604
Jan-10-2023,17179.14283387484,17487.8535,17159.3098,17435.7516459177,45095406947.55556,332210727772.8568
Jan-11-2023,17439.74515075714,17939.362499760573,17333.666863626866,17939.362499760573,43812401706.666664,335425060457.1886
Jan-12-2023,17943.630925609308,19028.6547,17924.50068731902,18858.6646,72766611569.77777,352447180923.38556
Jan-13-2023,18851.0079,19975.946903075732,18732.6096,19913.729474529402,81808386801.77777,366524446229.49945
Jan-14-2023,19921.96715782315,21149.597101650263,19921.96715782315,20983.9756,105421992305.77777,400016119807.21533
Jan-15-2023,20951.2141,20995.267229932684,20577.7361,20856.05839135823,63212388593.77778,399290962980.58716
Jan-16-2023,20874.7874806025,21410.3251,20728.066099825955,21171.04828454444,60636932849.77778,404248788951.314
Jan-17-2023,21183.018445408037,21443.702726389765,20959.502443318313,21157.189612933496,51515154112,407281986003.9492
Jan-18-2023,21136.70787628226,21549.6846,20545.969726711024,20686.510419770384,58478858168.888885,405901077389.21356
Jan-19-2023,20669.595812479274,21157.11992922482,20666.8001,21082.058204303703,77983080988.44444,400657798034.22644
Jan-20-2023,21074.9455313152,22687.3555,20919.9508,22665.7507,64447751466.666664,409361228122.49896
Jan-21-2023,22667.3593,23304.148165511386,22506.416377106016,22751.6074,101033856768,439681601945.2148
Jan-22-2023,22777.8509,23052.145,22368.6486,22723.9532,79716701624.88889,438227794320.40405
Jan-23-2023,22717.532,23139.660215422402,22667.965,22944.9201,73343525504,438704643177.66815
Jan-24-2023,22917.8383,23150.6889,22569.1259,22614.658440741397,79571624078.22223,441263614330.7605
Jan-25-2023,22633.85277825393,23718.1854,22366.5718,23125.7229,82625725354.66667,436292420539.3964
Jan-26-2023,23075.995935171006,23241.72718709555,22890.2856,23007.8352,94982498161.77777,443277697796.4922
Jan-27-2023,23018.1861,23408.254820954564,22630.0293,23051.2708,74589340814.22223,441867204640.3495
Jan-28-2023,23071.4588,23180.188459313038,22896.0926,23007.4396,62781856583.111115,442400933872.3891
Jan-29-2023,23024.957,23926.159,22980.0444,23775.9829,60729082837.333336,450311320776.1693
Jan-30-2023,23749.461,23786.6488,22672.986728828946,22814.4792,79832137386.66667,447341538002.0699
Jan-31-2023,22833.314,23223.475,22744.93,23153.2004,74707896120.88889,441277755446.3309
Feb-01-2023,23130.9161,23767.4245,22826.0582,23706.0643,70420783232,445139551628.50824
Feb-02-2023,23719.3791,24244.3654,23427.4962,23484.9488,95457905635.55556,457606581414.67896
Feb-03-2023,23468.9785,23685.8328,23272.5314,23429.76,90857177059.55556,451135790206.37286
Feb-04-2023,23431.6868,23565.3339,23282.522980138896,23315.8076,68664568348.44444,449440662853.7704
Feb-05-2023,23324.6017,23427.100983089294,22838.9586,22938.184691051243,50759004586.666664,445705064700.0051
Feb-06-2023,22931.358815666863,23145.131802894794,22670.6895,22747.465,64529839445.333336,440155573314.3414
Feb-07-2023,22756.372,23322.6114,22756.372,23261.2186,73192527388.44444,441665444159.25977
Feb-08-2023,23251.8694,23373.521,22719.144,22949.2132,78220219463.11111,443882834565.14575
Feb-09-2023,22961.8383,22984.0285,21754.61260584076,21799.182107847242,85459684181.33333,433062290866.3157
Feb-10-2023,21788.528513480855,21933.0975,21488.4665,21648.2846,98156502357.33333,418380708288.81366
Feb-11-2023,21635.5236,21889.2509,21609.124,21865.7753,69262238051.55556,416995412358.5228
Feb-12-2023,21864.4863,22087.187855728745,21676.758666612837,21753.753226727626,48142213404.44444,420085157121.85675
Feb-13-2023,21784.9464,21884.0971,21435.239489971147,21810.9904859392,61574705934.22222,416589636079.0491
Feb-14-2023,21773.528172428974,22263.51498868609,21611.942926028532,22200.0306,68706157127.111115,420777950389.79047
Feb-15-2023,22202.6563,24324.464026285455,22058.06123764736,24324.464026285455,74461915525.56029,439677323005.84686
Feb-16-2023,24331.047589544174,25188.2965,23531.7304,23531.7304,86355573589.33333,472944068431.67114
Feb-17-2023,23549.9584,24978.7723,23540.3108,24558.3155,90976381553.77777,461494428237.81323
Feb-18-2023,24566.9638,24816.0071253343,24458.9452,24644.0369,77159018993.77777,472949167336.39624
Feb-19-2023,24632.5653,25115.787601195905,24323.5789,24332.2815,39183466296.888885,473530579189.8197
Feb-20-2023,24295.4446,25051.767522671667,23907.484161942484,24797.2219,57637586702.22222,473848612799.3005
Feb-21-2023,24840.391604326895,25099.5248,24175.3831,24426.1719,56920857216,474555205020.6286
Feb-22-2023,24453.2537,24466.1821,23611.2474,24192.9805,68682894492.44444,461519695015.2043
Feb-23-2023,24189.6192,24582.699504558812,23674.5002,23949.1025,58942510065.77778,463640412591.9747
Feb-24-2023,23938.3238,24105.2257,22959.572209320744,23197.7565,52740902471.111115,454127796081.11273
Feb-25-2023,23190.4354,23200.5083,22828.3886,23170.0132,43845686168.52962,442894868631.196
Feb-26-2023,23164.8803,23657.080221241573,23068.1735,23531.2037,30763870151.11111,446966838419.8596
Feb-27-2023,23556.2553,23876.8245,23174.93016739696,23508.264699161653,37836599964.44444,450621818516.82996
Feb-28-2023,23495.240319194592,23579.3235,23065.742378747596,23139.076794118864,42623345223.111115,449210196172.2568
Mar-01-2023,23126.843108390378,23867.99,23046.377902676533,23659.4001,43583459057.77778,453363447590.9419
Mar-02-2023,23638.9824,23739.2218,23234.9795,23465.2689,41566999708.44444,450217267179.297
Mar-03-2023,23466.6755,23466.6755,22190.8158,22333.76670186151,49445760675.55556,430799147034.73804
Mar-04-2023,22354.893,22397.6782,22188.8327,22339.038009541902,31121925016.529617,429116877657.1486
Mar-05-2023,22347.03071758307,22609.386768032557,22265.291001863432,22434.9936,24779491797.333332,430826732751.9381
Mar-06-2023,22428.6582,22584.5227,22333.2367,22409.4946,27238556224,430778434349.0107
Mar-07-2023,22402.4204,22501.167061553017,21988.522866352214,22195.0144,35188296874.666664,429737363970.32764
Mar-08-2023,22197.6588,22277.2811,21660.481200224043,21692.94462722918,47170430250.217545,425862967746.37134
Mar-09-2023,21704.00142412547,21802.771420078738,20216.5488,20355.8604,45238575974.5784,413719376410.55304
Mar-10-2023,20370.0069,20370.0069,19596.8698,20133.73982352463,71847249598.88503,385553081557.0428
Mar-11-2023,20152.934959766506,20633.2632,19806.0233,20494.9368,65553563733.333336,390472436091.41315
Mar-12-2023,20452.2228,21952.797807966082,20288.5161,21952.797807966082,44270891662.22222,397881115415.6934
Mar-13-2023,21996.35382169965,24342.77464288782,21828.193617223475,24063.5624469319,81743296619.78947,443502290103.11084
Mar-14-2023,24110.2102,26263.9676,24013.123024673885,24694.6951,94466753002.3662,478478193602.1087
Mar-15-2023,24694.4961,25026.9871,23970.297205326577,24276.665892428617,97610468465.77777,475086379194.3967
Mar-16-2023,24286.700218188595,25107.0673,24182.3388,25011.182,92591547937.89548,476135191318.01117
Mar-17-2023,24998.6655,27710.0166,24899.2568,27310.1766,84113368149.33333,507748170236.36664
Mar-18-2023,27388.766,27635.6631,26820.13701631196,26891.627969119265,87183454008.88889,527950364349.3941
Mar-19-2023,26900.870700185806,28330.038133013903,26849.0627,27911.812,59951376540.44444,529721115709.3737
Mar-20-2023,27960.5165,28431.5567,27167.994970120253,27688.0737,81159326336,537935367894.1301
Mar-21-2023,27723.8116,28399.7677,27344.4061,28119.54921069888,75753121152,539483596256.54565
Mar-22-2023,28123.81235395727,28706.6413,26718.214,27273.8081,62381365930.666664,541375093964.32056
Mar-23-2023,27261.752808661684,28619.4139,27156.7906,28318.2186,59835056099.55556,536320017584.85895
Mar-24-2023,28296.5687,28356.28282089058,27110.4536,27415.93409438389,48378495416.888885,540177679625.8728
Mar-25-2023,27450.907021672097,27747.3921,27183.6656,27464.6126,42315985685.333336,531265909343.4554
Mar-26-2023,27493.601,28139.207976564172,27430.9137,27983.589033995435,27111362645.732315,536640423785.79987
Mar-27-2023,27970.498834865924,28016.6155,26698.4797,27157.5701,34642356202.666664,532354929071.1274
Mar-28-2023,27131.2072,27446.1624,26676.950298423308,27259.2207,43061233763.55556,522329667012.41864
Mar-29-2023,27266.6718,28586.0011,27252.7029,28370.7692,42482154097.77778,542795846137.70844
Mar-30-2023,28348.5437,29156.3807,27774.748,28031.595199453346,46258179086.22222,548528340131.34265
Mar-31-2023,28028.484127682656,28614.0378,27663.050387226478,28467.19662927388,45077223850.666664,545063208146.84485
Apr-01-2023,28467.8828500776,28789.4078,28305.2465,28464.81401778217,36557108999.111115,549874502571.9329
Apr-02-2023,28452.740206963586,28515.9436,27879.0548,28188.1801,26115369180.444443,546545395523.19824
Apr-03-2023,28170.7772,28427.7346,27405.981206254983,27761.458669183034,36019258148.57143,540997156325.6436
Apr-04-2023,27807.768335500114,28405.3989,27695.2783,28149.6814,41025798293.333336,542770865100.3405
Apr-05-2023,28161.7377,28681.0547,27893.4447,28176.3891,36576587882.666664,548141417557.11707
Apr-06-2023,28174.1065,28174.1065,27763.8743,28019.7398,35275760576,541545451950.0939
Apr-07-2023,28033.8221,28097.962,27814.97206326193,27902.2577,28396556743.11111,540130226454.9157
Apr-08-2023,27909.609,28144.546837100093,27859.966,27934.0372,23392038627.555557,541206866592.7908
Apr-09-2023,27938.3767,28477.6188,27816.61309234875,28321.8616,22993951733.296165,541632589980.021
Apr-10-2023,28323.772173177105,29733.0392,28201.6388,29609.8284,32725716693.333332,553008557610.5387
Apr-11-2023,29661.4333,30442.474234506873,29594.4637,30230.0732,52751133603.55556,582020706637.1337
Apr-12-2023,30203.7818,30430.8475,29765.2501,29877.417735909105,44412758279.111115,580001388589.2622
Apr-13-2023,29883.2295,30503.8516,29859.8417,30359.5812,42898213070.22222,584313346519.8577
Apr-14-2023,30380.7126,30955.8686,30031.6626,30478.2924,48071259453.547035,591561626361.8901
Apr-15-2023,30467.8083,30516.7957,30248.082814802172,30297.83114427585,36823809590.20235,587525703000.7887
Apr-16-2023,30295.10992655213,30527.17137271927,30168.225140668015,30304.87458079287,23471438594.093163,586317822144.9077
Apr-17-2023,30307.41507053425,30307.818001912765,29300.46928821825,29413.96,34544991065.91484,574596384111.7457
Apr-18-2023,29449.25,30433.47,29199.07,30366.57,39843195656.017365,579364546927.2882
Apr-19-2023,30380.05,30388.94,28688.75,28804.98,48529605625.78819,572032276461.7986
Apr-20-2023,28809.24,29049.45,28045.06,28267.17,53219109539.05556,554542462364.4861
Apr-21-2023,28240.35,28350.29,27219.2,27274.5,49218915740.326385,540774861123.6215
Apr-22-2023,27262.87,27853.24,27177.26,27820.65,47864133704.02431,530552354252.309
